Name,Year,Theme,Pieces,USD_MSRP,Current_Price
Trick or Treat Halloween Set,2015,Seasonal,133.0,9.99,50.0
Thanksgiving Feast,2015,Seasonal,158.0,9.99,22.4427
Winter Fun,2015,Seasonal,107.0,9.99,19.99
Santa's Visit,2015,Seasonal,167.0,9.99,30.0
Birthday Table Decoration,2015,Seasonal,120.0,9.99,19.99
Iconic Pencil Pot,2015,Miscellaneous,174.0,14.99,16.99
Piggy Coin Bank,2015,Miscellaneous,148.0,14.99,22.99
Organiser,2015,Friends,171.0,16.99,19.0
Pirates Chess Set,2015,Pirates,857.0,59.99,95.0
Sleeping Beauty's Royal Bedroom,2015,Disney,96.0,12.99,19.0
Jasmine's Exotic Palace,2015,Disney,143.0,19.99,30.0
Elsa's Sparkling Ice Castle,2015,Disney,292.0,39.99,43.99
Aira's Creative Workshop,2015,Elves,98.0,9.99,20.0
Naida's Epic Adventure Ship,2015,Elves,312.0,29.99,59.99
Azari and the Magical Bakery,2015,Elves,324.0,29.99,44.99
The Elves' Treetop Hideaway,2015,Elves,505.0,49.99,110.0
Farran and the Crystal Hollow,2015,Elves,175.0,14.99,25.383
Aira's Pegasus Sleigh,2015,Elves,319.0,39.99,50.0
Vet Clinic,2015,Friends,192.0,19.99,40.0
Bunny & Babies,2015,Friends,47.0,4.99,19.99
Puppy Training,2015,Friends,65.0,4.99,8.99
Little Foal,2015,Friends,43.0,4.99,8.99
Stephanie's Pizzeria,2015,Friends,87.0,9.99,18.0
Heartlake Hair Salon,2015,Friends,318.0,29.99,37.341
Emma's House,2015,Friends,706.0,69.99,150.0
Heartlake Hot Air Balloon,2015,Friends,254.0,29.99,26.99
Emma's Tourist Kiosk,2015,Friends,98.0,9.99,22.272
Heartlake Grand Hotel,2015,Friends,1552.0,129.99,150.0
Pop Star Recording Studio,2015,Friends,172.0,14.99,25.99
Pop Star Show Stage,2015,Friends,446.0,39.99,48.0886
Heartlake City Airport,2015,Friends,692.0,89.99,103.99
Rokit,2015,Mixels,66.0,4.99,10.4518
Niksput,2015,Mixels,62.0,4.99,10.0
Nurp-Naut,2015,Mixels,52.0,4.99,15.0
Meltus,2015,Mixels,66.0,4.99,20.0
Flamzer,2015,Mixels,60.0,4.99,18.0
Burnard,2015,Mixels,59.0,4.99,20.0
Globert,2015,Mixels,45.0,4.99,15.0
Vampos,2015,Mixels,59.0,4.99,13.5
Boogly,2015,Mixels,52.0,4.99,10.0
Gox,2015,Mixels,62.0,4.99,14.99
Jinky,2015,Mixels,59.0,4.99,20.0
Kamzo,2015,Mixels,58.0,4.99,9.0
Krog,2015,Mixels,60.0,4.99,14.8087
Chilbo,2015,Mixels,65.0,4.99,14.5
Snoof,2015,Mixels,54.0,4.99,15.0
Spugg,2015,Mixels,51.0,4.99,18.0
Turg,2015,Mixels,56.0,4.99,8.0
Kramm,2015,Mixels,68.0,4.99,14.0
Forx,2015,Mixels,65.0,4.99,9.0
Wuzzo,2015,Mixels,74.0,4.99,10.0
Dribbal,2015,Mixels,52.0,4.99,11.1141
Gurggle,2015,Mixels,66.0,4.99,15.0
Slusho,2015,Mixels,53.0,4.99,11.1141
Snax,2015,Mixels,51.0,4.99,20.0
Berp,2015,Mixels,68.0,4.99,20.0
Vaka-Waka,2015,Mixels,69.0,4.99,17.95
Compact Tracked Loader,2015,Technic,252.0,19.99,55.0
Quad Bike,2015,Technic,148.0,19.99,37.99
Mining Truck,2015,Technic,362.0,29.99,44.8
Street Motorcycle,2015,Technic,375.0,39.99,69.5
24 Hours Race Car,2015,Technic,1219.0,129.99,200.0
Fire Plane,2015,Technic,578.0,49.99,109.99
Crawler Crane,2015,Technic,1401.0,149.99,298.88
Mercedes-Benz Arocs 3245,2015,Technic,2793.0,229.99,400.0
Transformer 10V DC,2015,Mindstorms,1.0,34.95,9.5
ATV Patrol,2015,City,59.0,6.99,10.8251
Swamp Police Starter Set,2015,City,78.0,9.99,20.0
Helicopter Pursuit,2015,City,253.0,39.99,35.0
Crooks' Hideout,2015,City,473.0,69.99,49.2915
Swamp Police Station,2015,City,707.0,89.99,157.0
Demolition Starter Set,2015,City,85.0,9.99,15.0
Service Truck,2015,City,233.0,24.99,55.0
Bulldozer,2015,City,384.0,39.99,85.0
Excavator and Truck,2015,City,311.0,49.99,94.99
Demolition Site,2015,City,776.0,89.99,189.99
Space Starter Set,2015,City,107.0,9.99,20.0
Utility Shuttle,2015,City,155.0,24.99,45.0
Training Jet Transporter,2015,City,448.0,49.99,63.4574
Spaceport,2015,City,586.0,119.99,161.1275
Pickup Tow Truck,2015,City,209.0,19.99,39.99
Dune Buggy Trailer,2015,City,222.0,19.99,25.0
Snowplough Truck,2015,City,196.0,19.99,50.0
4x4 with Powerboat,2015,City,301.0,29.99,56.0
Deep Sea Scuba Scooter,2015,City,42.0,6.99,11.24
Deep Sea Starter Set,2015,City,90.0,9.99,30.0
Deep Sea Submarine,2015,City,274.0,39.99,60.0
Deep Sea Helicopter,2015,City,388.0,49.99,75.0
Deep Sea Exploration Vessel,2015,City,717.0,119.99,130.89
Deep Sea Operation Base,2015,City,907.0,99.99,127.45
City Square,2015,City,1683.0,189.99,171.95
Heavy-Haul Train,2015,City,984.0,199.99,325.0
Spyclops Infiltration,2015,Ultra Agents,109.0,9.99,39.99
Drillex Diamond Job,2015,Ultra Agents,312.0,29.99,38.88
Agent Stealth Patrol,2015,Ultra Agents,475.0,49.99,36.3178
Icebite's Claw Driller,2015,Legends of Chima,629.0,49.99,79.99
King Crominus' Rescue,2015,Legends of Chima,863.0,89.99,94.491
Vultrix's Sky Scavenger,2015,Legends of Chima,480.0,39.99,44.99
 Lion Tribe Pack,2015,Legends of Chima,78.0,9.99,18.5
Ice Bear Tribe Pack,2015,Legends of Chima,75.0,9.99,29.99
Crocodile Tribe Pack,2015,Legends of Chima,72.0,9.99,21.5
Shipwreck Defense,2015,Pirates,84.0,12.99,45.0
Soldiers Outpost,2015,Pirates,164.0,19.99,74.99
Treasure Island,2015,Pirates,181.0,19.99,74.99
Soldiers Fort,2015,Pirates,234.0,29.99,149.99
The Brick Bounty,2015,Pirates,745.0,99.99,296.955
Chain Cycle Ambush,2015,Ninjago,298.0,29.99,43.3004
City of Stiix,2015,Ninjago,1069.0,99.99,294.99
 Blaster Bike,2015,Ninjago,212.0,19.99,79.2
Master Wu Dragon,2015,Ninjago,575.0,39.99,113.48
Ronin R.E.X.,2015,Ninjago,547.0,49.99,100.0
Attack of the Morro Dragon,2015,Ninjago,658.0,69.99,60.3
Final Flight of Destiny's Bounty,2015,Ninjago,1253.0,119.99,385.0
Airjitzu Kai Flyer,2015,Ninjago,46.0,9.99,24.0
Airjitzu Jay Flyer,2015,Ninjago,45.0,9.99,28.0
Airjitzu Cole Flyer,2015,Ninjago,47.0,9.99,25.0
Airjitzu Zane Flyer,2015,Ninjago,42.0,9.99,34.95
Airjitzu Wrayth Flyer,2015,Ninjago,43.0,9.99,23.5
Condrai Copter Attack,2015,Ninjago,311.0,29.99,110.0
Boulder Blaster,2015,Ninjago,236.0,29.99,59.0
Titanium Dragon,2015,Ninjago,360.0,39.99,93.3289
Enter the Serpent,2015,Ninjago,529.0,59.99,89.99
Temple of Airjitzu,2015,Ninjago,2028.0,199.99,359.3699
Jungle Trap,2015,Ninjago,58.0,6.99,24.99
Lava Falls,2015,Ninjago,94.0,7.99,29.99
ElectroMech,2015,Ninjago,153.0,14.99,32.8
Dojo Showdown,2015,Ninjago,215.0,24.99,125.0
Protector of Water,2015,Bionicle,71.0,9.99,11.0
Protector of Earth,2015,Bionicle,66.0,9.99,38.0
Protector of Ice,2015,Bionicle,68.0,9.99,9.99
Gali - Master of Water,2015,Bionicle,87.0,14.99,48.0
Onua - Master of Earth,2015,Bionicle,108.0,19.99,45.0
Lord of Skull Spiders,2015,Bionicle,145.0,14.99,49.99
Skull Warrior,2015,Bionicle,102.0,14.99,25.4915
Skull Slicer,2015,Bionicle,71.0,14.99,48.0
Skull Basher,2015,Bionicle,72.0,14.99,28.985
Mask Maker vs. Skull Grinder,2015,Bionicle,171.0,29.99,125.0
Batman & Super Angry Kitty Attack,2015,The LEGO Movie,115.0,9.99,14.7569
Double-Decker Couch,2015,The LEGO Movie,197.0,14.99,40.0
Bad Cop Car Chase,2015,The LEGO Movie,292.0,29.99,80.0
Kwik-E-Mart,2015,The Simpsons,2179.0,199.99,620.0395
Starter Pack: PS4,2015,Dimensions,273.0,99.99,78.85
Starter Pack: Xbox One,2015,Dimensions,267.0,99.99,60.0
Starter Pack: Xbox 360,2015,Dimensions,267.0,99.99,20.0
Starter Pack: Wii U,2015,Dimensions,267.0,99.99,22.99
Back to the Future Level Pack,2015,Dimensions,94.0,29.99,47.99
The Simpsons Level Pack,2015,Dimensions,98.0,29.99,10.0
Portal 2 Level Pack,2015,Dimensions,85.0,29.99,33.95
Doctor Who Level Pack,2015,Dimensions,83.0,29.99,50.0
Jurassic World Team Pack,2015,Dimensions,103.0,24.99,20.0
Scooby-Doo Team Pack,2015,Dimensions,81.0,24.99,35.0
Ninjago Team Pack,2015,Dimensions,97.0,24.99,47.0
Wonder Woman Fun Pack,2015,Dimensions,41.0,14.99,11.1984
Cyborg Fun Pack,2015,Dimensions,50.0,14.99,14.99
Bart Simpson Fun Pack,2015,Dimensions,34.0,14.99,5.1768
Emmet Fun Pack,2015,Dimensions,55.0,14.99,8.5
Bad Cop Fun Pack,2015,Dimensions,62.0,14.99,4.49
Benny Fun Pack,2015,Dimensions,46.0,14.99,8.49
Jay Fun Pack,2015,Dimensions,48.0,14.99,27.0
Nya Fun Pack,2015,Dimensions,59.0,14.99,14.994
Zane Fun Pack,2015,Dimensions,45.0,14.99,11.99
Gollum Fun Pack,2015,Dimensions,39.0,14.99,12.0
Legolas Fun Pack,2015,Dimensions,36.0,14.99,17.991
Gimli Fun Pack,2015,Dimensions,56.0,14.99,14.99
Wicked Witch Fun Pack,2015,Dimensions,38.0,14.99,17.95
Laval Fun Pack,2015,Dimensions,57.0,14.99,8.99
Cragger Fun Pack,2015,Dimensions,45.0,14.99,8.0
Krusty Fun Pack,2015,Dimensions,38.0,14.99,6.0
Unikitty Fun Pack,2015,Dimensions,57.0,14.99,5.5414
Eris Fun Pack,2015,Dimensions,59.0,14.99,5.0
Slave I,2015,Star Wars,1996.0,199.99,685.0
ARC-170 Starfighter Microfighter,2015,Star Wars,95.0,9.99,33.5876
Vulture Droid Microfighter,2015,Star Wars,77.0,9.99,39.99
Snowspeeder Microfighter,2015,Star Wars,97.0,9.99,14.99
AT-AT Microfighter,2015,Star Wars,88.0,9.99,13.99
Republic Gunship Microfighter,2015,Star Wars,105.0,9.99,38.99
Homing Spider Droid Microfighter,2015,Star Wars,102.0,9.99,22.4053
Imperial Troop Transport,2015,Star Wars,141.0,12.99,34.99
Shadow Troopers,2015,Star Wars,95.0,12.99,28.0
AAT,2015,Star Wars,251.0,24.99,110.0
T-16 Skyhopper,2015,Star Wars,247.0,24.99,65.0
TIE Advanced Prototype,2015,Star Wars,355.0,39.99,170.0
AT-DP,2015,Star Wars,500.0,49.99,154.99
Wookiee Gunship,2015,Star Wars,570.0,69.99,349.0
Hailfire Droid,2015,Star Wars,163.0,19.99,110.0
Battle Droid Troop Carrier,2015,Star Wars,565.0,39.99,181.2712
Anakin's Custom Jedi Starfighter,2015,Star Wars,370.0,39.99,220.0
Senate Commando Troopers,2015,Star Wars,106.0,12.99,50.0
Geonosis Troopers,2015,Star Wars,105.0,12.99,71.04
Ezra's Speeder Bike,2015,Star Wars,253.0,19.99,99.99
Flash Speeder,2015,Star Wars,312.0,29.99,55.0
Naboo Starfighter,2015,Star Wars,442.0,49.99,228.0
Death Star Final Duel,2015,Star Wars,724.0,79.99,120.0
 Imperial Shuttle Tydirium,2015,Star Wars,937.0,99.99,188.0
TIE Fighter,2015,Star Wars,1685.0,199.99,370.68
Sith Infiltrator,2015,Star Wars,662.0,89.99,189.5095
Star Wars Advent Calendar,2015,Star Wars,292.0,39.99,55.0
Rey's Speeder,2015,Star Wars,193.0,19.99,26.49
First Order Snowspeeder,2015,Star Wars,444.0,39.99,48.3615
First Order Special Forces TIE Fighter,2015,Star Wars,517.0,69.99,75.0
Poe's X-wing Fighter,2015,Star Wars,717.0,79.99,124.99
First Order Transporter,2015,Star Wars,792.0,89.99,140.0
Kylo Ren's Command Shuttle,2015,Star Wars,1005.0,119.99,74.1758
Millennium Falcon,2015,Star Wars,1329.0,149.99,151.91
Imperial Assault Carrier,2015,Star Wars,1216.0,129.99,299.0
Jango Fett,2015,Star Wars,85.0,19.99,44.991
Clone Commander Cody,2015,Star Wars,82.0,19.99,44.99
Obi-Wan Kenobi,2015,Star Wars,83.0,24.99,10.0
Luke Skywalker,2015,Star Wars,83.0,19.99,25.0
Darth Vader,2015,Star Wars,160.0,29.99,45.0
General Grievous,2015,Star Wars,186.0,34.99,79.99
LaFerrari,2015,Speed Champions,164.0,14.99,69.99
Mummy Museum Mystery,2015,Scooby-Doo,110.0,14.99,63.0
Mystery Plane Adventures,2015,Scooby-Doo,128.0,19.99,59.99
The Mystery Machine,2015,Scooby-Doo,301.0,29.99,174.99
Haunted Lighthouse,2015,Scooby-Doo,437.0,49.99,157.4869
Mystery Mansion,2015,Scooby-Doo,860.0,89.99,185.2277
458 Italia GT2,2015,Speed Champions,153.0,14.99,56.49
McLaren P1,2015,Speed Champions,168.0,14.99,56.99
Porsche 918 Spyder,2015,Speed Champions,151.0,14.99,90.0
McLaren Mercedes Pit Stop,2015,Speed Champions,332.0,29.99,129.99
Porsche 911 GT Finish Line,2015,Speed Champions,551.0,49.99,125.0
F14 T & Scuderia Ferrari Truck,2015,Speed Champions,884.0,99.99,249.99
Pteranodon Capture,2015,Jurassic World,174.0,19.99,50.0
Dilophosaurus Ambush,2015,Jurassic World,248.0,29.99,55.9844
Raptor Rampage,2015,Jurassic World,324.0,49.99,119.99
T. rex Tracker,2015,Jurassic World,520.0,69.99,95.0
Indominus Rex Breakout,2015,Jurassic World,1156.0,129.99,300.0
Raptor Escape,2015,Jurassic World,394.0,39.99,150.0
Green Lantern vs. Sinestro,2015,DC Comics Super Heroes,174.0,19.99,57.0
Gorilla Grodd Goes Bananas,2015,DC Comics Super Heroes,347.0,49.99,65.45
Brick Bank,2016,Creator Expert,2380.0,169.99,597.62
Volkswagen Beetle,2016,Creator Expert,1167.0,99.99,157.0
Big Ben,2016,Creator Expert,4163.0,249.99,395.0
Winter Holiday Train,2016,Creator Expert,734.0,99.99,225.0
Creative Building Set,2016,Classic,583.0,29.99,24.95
Iron Man vs. Loki,2016,Juniors,66.0,12.99,52.5
Batman & Superman vs. Lex Luthor,2016,Juniors,164.0,19.99,40.491
Mia's Vet Clinic,2016,Juniors,173.0,29.99,32.0
Little Plane,2016,Duplo,13.0,9.99,20.9
Truck & Tracked Excavator,2016,Duplo,28.0,19.99,25.0665
Miles' Space Adventures,2016,Duplo,23.0,19.99,20.8165
Mickey & Friends Beach House,2016,Duplo,48.0,34.99,63.75
Venice,2016,Architecture,212.0,29.99,248.99
Berlin,2016,Architecture,289.0,29.99,250.0
New York City,2016,Architecture,598.0,59.99,60.0
Buckingham Palace,2016,Architecture,780.0,49.99,98.0
United States Capitol Building,2016,Architecture,1032.0,99.99,169.99
Burj Khalifa,2016,Architecture,333.0,39.99,90.0
The Iron Golem,2016,Minecraft,208.0,19.99,27.0
The End Portal,2016,Minecraft,559.0,59.99,115.0
The Jungle Tree House,2016,Minecraft,706.0,69.99,154.0
The Wither,2016,Minecraft,318.0,39.99,160.0
The Fortress,2016,Minecraft,984.0,109.99,233.988
The Village,2016,Minecraft,1600.0,199.99,475.1381
Maze,2016,Ideas,769.0,69.99,148.1881
The Beatles Yellow Submarine,2016,Ideas,553.0,59.99,104.5835
Desert Racers,2016,Creator,65.0,4.99,12.0
Super Soarer,2016,Creator,100.0,9.99,19.99
Chopper Transporter,2016,Creator,124.0,9.99,46.12
Ocean Explorer,2016,Creator,213.0,14.99,29.99
Fast Car,2016,Creator,222.0,19.99,24.99
Propeller Plane,2016,Creator,230.0,19.99,26.1295
Lakeside Lodge,2016,Creator,368.0,29.99,60.0
Twin Spin Helicopter,2016,Creator,326.0,29.99,34.99
Corner Deli,2016,Creator,467.0,39.99,62.5
Lighthouse Point,2016,Creator,528.0,59.99,95.0
Vacation Getaways,2016,Creator,792.0,69.99,75.0
Treehouse Adventures,2016,Creator,387.0,34.99,55.0
What am I?,2016,Miscellaneous,536.0,39.99,31.0
Minifigure Wedding Favour Set,2016,Miscellaneous,89.0,9.99,29.99
Valentine's Cupid Dog,2016,Seasonal,150.0,9.99,22.99
Easter Chick,2016,Seasonal,111.0,9.99,9.6
Vampire and Bat,2016,Seasonal,150.0,5.99,10.99
Pilgrim's Feast,2016,Seasonal,163.0,5.99,9.99
Little Elf Helpers,2016,Seasonal,238.0,9.99,15.0
LEGO Santa,2016,Seasonal,155.0,9.99,9.99
London Bus,2016,Creator,118.0,9.99,11.99
Rapunzel's Best Day Ever,2016,Disney,145.0,19.99,29.655
Anna & Kristoff's Sleigh Adventure,2016,Disney,174.0,29.99,44.99
Belle's Enchanted Castle,2016,Disney,374.0,49.99,73.8578
Arendelle Castle Celebration,2016,Disney,477.0,59.99,56.0
Treasure's Day at the Pool,2016,Disney,70.0,5.99,17.99
Party Train,2016,Friends,109.0,9.99,18.0
Emma's Creative Workshop,2016,Friends,108.0,9.99,30.0
Heartlake Supermarket,2016,Friends,313.0,29.99,50.0
Heartlake Cupcake Cafe,2016,Friends,438.0,39.99,55.9918
Adventure Camp Archery,2016,Friends,114.0,9.99,14.99
Adventure Camp Tree House,2016,Friends,726.0,79.99,115.0
Foal's Washing Station,2016,Friends,77.0,9.99,11.99
Horse Vet Trailer,2016,Friends,370.0,39.99,89.0
Heartlake Riding Club,2016,Friends,575.0,59.99,125.0
Amusement Park Arcade,2016,Friends,174.0,14.99,8.4
Amusement Park Space Ride,2016,Friends,195.0,19.99,25.0
Amusement Park Hot Dog Van,2016,Friends,243.0,29.99,23.5085
Amusement Park Roller Coaster,2016,Friends,1124.0,99.99,119.95
Friends Advent Calendar,2016,Friends,218.0,29.99,32.0
Heartlake Performance School,2016,Friends,774.0,79.99,110.0
Livi's Pop Star House,2016,Friends,597.0,49.99,175.0
Daisy's Beauty Salon,2016,Disney,98.0,9.99,13.99
Palace Pets Royal Castle,2016,Disney,186.0,19.99,30.0
Emily Jones & the Baby Wind Dragon,2016,Elves,80.0,9.99,29.0
The Water Dragon Adventure,2016,Elves,212.0,19.99,80.0
Elvendale School of Dragons,2016,Elves,230.0,19.99,74.99
The Starlight Inn,2016,Elves,343.0,29.99,95.0
Fire Dragon's Lava Cave,2016,Elves,441.0,39.99,73.9341
The Secret Market Place,2016,Elves,691.0,59.99,200.0
The Precious Crystal Mine,2016,Elves,273.0,29.99,69.99
The Dragon Sanctuary,2016,Elves,585.0,49.99,199.0
Ragana's Magic Shadow Castle,2016,Elves,1014.0,99.99,171.0
Kuffs,2016,Mixels,63.0,4.99,12.0
Busto,2016,Mixels,69.0,4.99,15.0
Tiketz,2016,Mixels,62.0,4.99,9.67
Mixadel,2016,Mixels,63.0,4.99,10.0
Paladum,2016,Mixels,64.0,4.99,10.95
Jamzy,2016,Mixels,70.0,4.99,7.13
Tapsy,2016,Mixels,57.0,4.99,14.0
Trumpsy,2016,Mixels,54.0,4.99,15.0
Splasho,2016,Mixels,67.0,4.99,14.99
Aquad,2016,Mixels,70.0,4.99,18.0
Hydro,2016,Mixels,70.0,4.99,25.0
Sharx,2016,Mixels,55.0,4.99,14.0
Skulzy,2016,Mixels,66.0,4.99,15.0
Lewt,2016,Mixels,62.0,4.99,20.0
Surgeo,2016,Mixels,63.0,4.99,15.0
Skrubz,2016,Mixels,68.0,4.99,15.0
Tuth,2016,Mixels,67.0,4.99,18.0
Gobbol,2016,Mixels,62.0,4.99,14.8462
Sweepz,2016,Mixels,61.0,4.99,16.0
Compax,2016,Mixels,66.0,4.99,12.8262
Cobrax,2016,Mixels,64.0,4.99,3.487
Mysto,2016,Mixels,64.0,4.99,20.0
Screeno,2016,Mixels,73.0,4.99,25.0
Camsta,2016,Mixels,62.0,4.99,20.0
Myke,2016,Mixels,63.0,4.99,20.0
Display Team Jet,2016,Technic,113.0,12.99,12.99
Hydroplane Racer,2016,Technic,180.0,19.99,18.0
Getaway Racer,2016,Technic,170.0,19.99,30.0
Race Kart,2016,Technic,345.0,29.99,55.0
Mine Loader,2016,Technic,476.0,49.99,59.2904
Drag Racer,2016,Technic,647.0,79.99,89.99
Heavy Lift Helicopter,2016,Technic,1042.0,139.99,219.4582
CLAAS XERION 5000 TRAC VC,2016,Technic,1977.0,179.99,238.1078
Bucket Wheel Excavator,2016,Technic,3929.0,279.99,369.0889
Porsche 911 GT3 RS,2016,Technic,2704.0,299.99,850.0
WeDo 2.0 Core Set,2016,Education,280.0,224.95,250.0
WeDo 2.0 Medium Motor,2016,Education,1.0,14.95,34.99
Airport Starter Set,2016,City,81.0,9.99,10.0
Airport Cargo Plane,2016,City,157.0,24.99,59.0
Airport VIP Service,2016,City,364.0,49.99,104.99
Airport Air Show,2016,City,670.0,89.99,87.7833
Airport Passenger Terminal,2016,City,694.0,99.99,218.7734
Fire ATV,2016,City,64.0,6.99,7.99
Fire Ladder Truck,2016,City,214.0,24.99,38.5
Fire Response Unit,2016,City,257.0,39.99,30.0
Fire Boat,2016,City,412.0,79.99,100.0
Fire Station,2016,City,919.0,99.99,80.0
Fire Utility Truck,2016,City,368.0,39.99,44.05
Fire Engine,2016,City,376.0,49.99,75.0
Rally Car,2016,City,104.0,9.99,16.99
Race Boat,2016,City,95.0,9.99,5.45
4 x 4 Off Roader,2016,City,176.0,19.99,24.0
Ambulance Plane,2016,City,183.0,19.99,36.0
Van & Caravan,2016,City,250.0,19.99,29.0
Garbage Truck,2016,City,248.0,19.99,63.3
Ferry,2016,City,301.0,29.99,37.5
Volcano Starter Set,2016,City,83.0,9.99,12.0
Volcano Exploration Truck,2016,City,175.0,24.99,25.0
Volcano Crawler,2016,City,324.0,39.99,32.0
Volcano Supply Helicopter,2016,City,330.0,49.99,44.4735
Volcano Exploration Base,2016,City,824.0,119.99,160.0
Volcano Heavy-Lift Helicopter,2016,City,1277.0,149.99,231.9702
Tire Escape,2016,City,47.0,6.99,14.9559
Prison Island Starter Set,2016,City,92.0,9.99,13.5
Police Pursuit,2016,City,184.0,24.99,25.0
Police Patrol Boat,2016,City,200.0,49.99,89.643
Prison Island,2016,City,754.0,89.99,249.99
Crooks Island,2016,City,244.0,29.99,29.9119
Service Station,2016,City,515.0,89.99,102.5247
City Advent Calendar,2016,City,290.0,29.99,34.41
People Pack - Fun in the Park,2016,City,157.0,39.99,50.0
Knighton Battle Blaster,2016,Nexo Knights,76.0,9.99,8.0
Chaos Catapult,2016,Nexo Knights,93.0,9.99,7.4809
Lance's Mecha Horse,2016,Nexo Knights,237.0,19.99,34.99
Moltor's Lava Smasher,2016,Nexo Knights,187.0,19.99,29.0
Beast Master's Chaos Chariot,2016,Nexo Knights,314.0,29.99,40.0
Jestro's Evil Mobile,2016,Nexo Knights,658.0,59.99,67.5
The Fortrex,2016,Nexo Knights,1140.0,99.99,207.5703
The Glob Lobber,2016,Nexo Knights,95.0,9.99,10.8251
Aaron Fox's Aero-Striker V2,2016,Nexo Knights,301.0,29.99,36.0
General Magmar's Siege Machine of Doom,2016,Nexo Knights,516.0,49.99,74.9925
Merlok's Library 2.0,2016,Nexo Knights,288.0,24.99,32.0
Infernox captures the Queen,2016,Nexo Knights,253.0,24.99,45.0
The Black Knight Mech,2016,Nexo Knights,530.0,39.99,57.99
The King's Mech,2016,Nexo Knights,375.0,29.99,87.99
Ultimate Macy,2016,Nexo Knights,101.0,9.99,17.952
Ultimate Robin,2016,Nexo Knights,75.0,9.99,9.6
Ultimate Beast Master,2016,Nexo Knights,65.0,9.99,13.775
Ultimate Lavaria,2016,Nexo Knights,69.0,9.99,8.0
Ultimate Axl,2016,Nexo Knights,69.0,9.99,19.95
Ultimate Lance,2016,Nexo Knights,75.0,9.99,15.0
Ultimate General Magmar,2016,Nexo Knights,64.0,9.99,9.6322
Ultimate Flama,2016,Nexo Knights,67.0,9.99,21.825
Titanium Ninja Tumbler ,2016,Ninjago,342.0,29.99,75.0
Rock Roader,2016,Ninjago,406.0,39.99,64.5
Kryptarium Prison Breakout,2016,Ninjago,207.0,19.99,48.0
Salvage M.E.C.,2016,Ninjago,439.0,39.99,27.0
The Green NRG Dragon,2016,Ninjago,567.0,49.99,75.99
The Lighthouse Siege,2016,Ninjago,767.0,69.99,199.0
Cole's Dragon,2016,Ninjago,98.0,9.99,22.0
Ninja Bike Chase,2016,Ninjago,231.0,19.99,34.35
Sky Shark,2016,Ninjago,221.0,19.99,50.0
Jay's Elemental Dragon,2016,Ninjago,350.0,29.99,85.0735
Raid Zeppelin,2016,Ninjago,294.0,29.99,100.0
Misfortune's Keep,2016,Ninjago,754.0,79.99,225.0
Disney Castle,2016,Disney,4080.0,349.99,429.99
Ghostbusters Level Pack,2016,Dimensions,115.0,29.99,20.0
DC Comics Team Pack,2016,Dimensions,92.0,24.99,22.976
Doc Brown Fun Pack,2016,Dimensions,69.0,14.99,32.85
Stay Puft Fun Pack,2016,Dimensions,65.0,14.99,44.95
Sensei Wu Fun Pack,2016,Dimensions,58.0,14.99,14.0
Midway Arcade Level Pack,2016,Dimensions,96.0,24.99,60.0
Superman Fun Pack,2016,Dimensions,48.0,14.99,12.0
Aquaman Fun Pack,2016,Dimensions,43.0,14.99,14.9355
Cyberman Fun Pack,2016,Dimensions,40.0,14.99,24.993
Lloyd Fun Pack,2016,Dimensions,56.0,11.99,43.98
Bane Fun Pack,2016,Dimensions,52.0,11.99,12.5
Slimer Fun Pack,2016,Dimensions,33.0,11.99,20.0
New Ghostbusters: Play the Complete Movie,2016,Dimensions,259.0,49.99,19.99
Sonic the Hedgehog Level Pack,2016,Dimensions,101.0,29.99,64.88
Adventure Time Level Pack,2016,Dimensions,102.0,29.99,47.6844
Adventure Time Team Pack ,2016,Dimensions,96.0,24.99,54.0
Harry Potter Team Pack,2016,Dimensions,119.0,24.99,31.0
Mission: Impossible Level Pack,2016,Dimensions,76.0,29.99,11.97
B.A. Baracus Fun Pack,2016,Dimensions,73.0,11.99,22.8
Fantastic Beasts and Where to Find Them: Play the Complete Movie,2016,Dimensions,261.0,49.99,24.0
Gremlins Team Pack,2016,Dimensions,94.0,24.99,39.99
Tina Goldstein Fun Pack,2016,Dimensions,51.0,11.99,8.0
E.T. Fun Pack,2016,Dimensions,42.0,11.99,39.99
Ketar - Creature of Stone,2016,Bionicle,80.0,9.99,36.4616
Gali - Uniter of Water,2016,Bionicle,87.0,14.99,90.0
Onua - Uniter of Earth,2016,Bionicle,143.0,19.99,38.0
Ekimu the Mask Maker,2016,Bionicle,94.0,14.99,165.3371
Storm Beast,2016,Bionicle,109.0,14.99,65.0
